,Children,Age,Income,Marital,Gender,Churn,Tenure,MonthlyCharge
2553,0,61,50375.2,Never Married,Male,Yes,1.500126,232.6415
2554,2,88,111592.0,Never Married,Male,Yes,6.732509,202.6829
2555,0,54,37928.26,Separated,Male,Yes,1.442102,222.6792
2556,4,27,40826.44,Separated,Female,No,10.89683,147.4421
2557,0,49,25770.44,Divorced,Female,No,10.69505,137.4698
2558,3,46,49535.29,Married,Female,Yes,6.905862,199.9902
2559,4,35,14113.73,Divorced,Female,No,22.31932,152.4952
2560,0,58,63348.18,Never Married,Female,Yes,4.984918,172.4705
2561,0,30,17104.77,Widowed,Male,Yes,10.45497,139.9861
2562,3,67,23481.88,Divorced,Female,No,18.81683,184.9647
2563,0,35,20613.38,Married,Female,No,18.01018,167.4564
2564,1,79,142650.5,Never Married,Male,Yes,5.014012,245.1283
2565,1,87,17100.24,Married,Female,No,9.817033,127.4887
2566,1,55,31492.57,Widowed,Female,Yes,7.437784,230.1051
2567,1,54,12652.67,Married,Male,No,1.280324,139.9568
2568,4,72,19685.04,Separated,Male,Yes,13.43811,174.9768
2569,4,81,65315.4,Widowed,Female,No,3.765838,137.4686
2570,0,63,42613.78,Divorced,Female,No,12.50419,162.4833
2571,0,28,8414.55,Divorced,Male,No,1.798433,179.9476
2572,0,18,4397.39,Never Married,Female,No,7.35817,182.447
2573,0,73,27105.8,Married,Female,Yes,7.744129,167.4564
2574,4,76,20552.64,Divorced,Male,No,16.79677,139.9792
2575,3,20,12188.82,Divorced,Nonbinary,No,1.311693,152.466
2576,4,61,24625.37,Separated,Male,Yes,6.960522,162.4676
2577,3,61,7418.73,Never Married,Female,Yes,5.525134,277.6513
2578,6,85,25696.67,Widowed,Male,Yes,10.29048,194.9663
2579,1,48,26594.83,Never Married,Female,No,18.32904,162.447
2580,2,82,24431.39,Married,Male,Yes,1.794202,174.9768
2581,0,24,67833.88,Separated,Female,No,16.38978,142.5007
2582,4,59,39258.2,Separated,Female,No,22.34478,194.9744
2583,0,55,51872.86,Separated,Male,Yes,12.91538,217.4702
2584,0,54,41212.98,Married,Male,Yes,11.59627,202.6362
2585,4,82,38585.6,Married,Male,No,15.2121,167.4564
2586,10,42,20896.26,Never Married,Male,Yes,3.771607,207.4974
2587,0,41,60239.95,Never Married,Male,No,11.64744,162.4827
2588,1,34,47017.43,Divorced,Male,No,25.72493,124.9781
2589,1,34,11250.31,Divorced,Female,Yes,1.393262,240.1149
2590,0,81,70435.61,Divorced,Male,Yes,12.173,149.9447
2591,2,53,12861.54,Married,Female,No,8.909806,139.9875
2592,2,88,40879.22,Separated,Male,No,10.48608,112.4551
2593,4,23,44462.77,Divorced,Female,No,19.26465,104.9643
2594,1,67,31614.26,Widowed,Male,Yes,6.24751,175.1331
2595,1,21,40895.64,Separated,Male,No,9.063713,92.5018
2596,0,68,20306.89,Never Married,Male,Yes,10.02603,162.4937
2597,0,44,61478.9,Divorced,Male,Yes,28.22989,139.965
2598,1,47,81376.2,Separated,Male,No,7.617535,159.9656
2599,6,58,46435.57,Divorced,Female,No,20.58561,140.0049
2600,5,75,40402.71,Married,Male,No,12.359,159.9794
2601,0,26,11476.29,Widowed,Male,No,8.437873,82.49655
2602,2,30,9336.09,Married,Female,Yes,14.01692,207.4754
2603,2,53,28954.2,Never Married,Female,No,1.506136,159.9349
2604,0,29,32952.41,Separated,Male,Yes,5.457127,202.65
2605,0,88,71113.67,Never Married,Female,No,4.148103,124.9781
2606,0,42,46183.09,Separated,Female,Yes,8.867664,252.6378
2607,0,51,90253.73,Never Married,Male,Yes,6.663036,162.447
2608,4,68,57292.08,Widowed,Female,No,1.563383,124.9607
2609,2,46,42550.92,Divorced,Male,Yes,13.75426,277.6375
2610,0,89,38411.45,Married,Male,Yes,2.367066,232.6378
2611,1,30,51136.82,Never Married,Male,No,2.333094,140.0049
2612,0,56,17595.76,Never Married,Male,No,14.86158,159.9512
2613,0,31,31609.92,Widowed,Female,Yes,1.768753,220.1478
2614,2,81,61843.65,Widowed,Male,Yes,18.25291,182.4762
2615,4,48,5952.44,Divorced,Male,No,1.275948,107.5286
2616,1,41,54507.42,Divorced,Female,Yes,29.95876,255.1417
2617,4,87,62656.2,Widowed,Female,No,2.073632,129.9621
2618,2,61,41577.62,Never Married,Female,No,10.49402,139.9349
2619,8,76,27520.03,Never Married,Male,Yes,6.368504,202.65
2620,2,82,24128.19,Widowed,Female,Yes,7.674186,162.4937
2621,1,65,40835.59,Married,Female,No,16.75789,172.4705
2622,3,40,21334.55,Widowed,Male,No,8.473966,162.4982
2623,2,33,27065.94,Married,Male,No,30.82191,162.5005
2624,5,55,47950.33,Divorced,Female,Yes,7.8432,147.4421
2625,0,29,36470.53,Widowed,Female,No,8.03514,114.9728
2626,1,82,36598.52,Never Married,Male,Yes,5.150963,165.0182
2627,3,56,20980.42,Never Married,Female,Yes,24.2732,275.1336
2628,3,76,6315.61,Married,Female,No,9.38517,255.1555
2629,4,80,6074.44,Separated,Female,Yes,13.81972,162.4713
2630,2,74,36966.64,Divorced,Male,Yes,1.37258,187.656
2631,4,18,18377.18,Married,Female,No,1.84687,137.4872
2632,4,63,128114.3,Widowed,Female,Yes,12.23147,217.4702
2633,0,30,21200.76,Separated,Male,No,6.554584,127.5112
2634,0,23,47958.56,Divorced,Female,Yes,2.599617,149.9913
2635,0,81,30462.45,Married,Male,Yes,2.827378,164.967
2636,2,76,20382.46,Separated,Male,Yes,16.12971,197.484
2637,0,29,41658.22,Married,Female,No,23.9038,137.4836
2638,0,88,35311.08,Divorced,Male,No,1.73409,184.9647
2639,2,18,9961.23,Separated,Male,No,17.45182,124.9781
2640,0,82,43867.04,Never Married,Nonbinary,Yes,3.82548,222.6143
2641,4,88,6742.39,Widowed,Male,No,10.00949,139.9816
2642,4,63,39377.62,Married,Male,No,15.81095,142.5007
2643,4,43,77380.28,Divorced,Female,Yes,4.310974,240.1149
2644,0,86,40628.46,Separated,Female,Yes,1.200106,164.9889
2645,5,23,29680.81,Divorced,Female,Yes,1.99818,194.9768
2646,1,18,35023.76,Separated,Female,No,16.93745,137.4686
2647,3,21,14527.8,Widowed,Male,Yes,13.05373,220.1185
2648,3,45,38936.96,Married,Male,No,3.533323,182.4676
2649,10,20,30767.83,Never Married,Female,No,16.93329,179.9476
2650,0,59,27832.64,Widowed,Female,No,2.888303,134.9509
2651,3,54,44711.74,Widowed,Female,Yes,6.307859,107.4806
2652,0,67,7004.93,Never Married,Female,Yes,4.812563,172.4885
2653,10,63,18129.29,Widowed,Male,No,25.10781,149.9621
2654,0,46,6843.81,Separated,Female,No,10.32034,162.447
2655,1,32,49271.78,Divorced,Male,Yes,16.7433,245.147
2656,1,38,52374.17,Married,Female,No,6.652608,252.6378
2657,0,20,39603.42,Never Married,Male,Yes,6.7064,159.9875
2658,6,25,138555.9,Divorced,Male,Yes,11.96096,142.4827
2659,2,71,20246.17,Married,Female,Yes,7.900866,184.9853
2660,3,41,18373.26,Separated,Male,No,4.245295,147.4421
2661,3,64,35087.57,Widowed,Female,No,10.0496,210.138
2662,1,56,31246.25,Divorced,Female,No,11.46674,132.4798
2663,6,84,4566.8,Widowed,Male,Yes,4.469398,159.9942
2664,3,55,77277.55,Widowed,Female,No,10.59491,184.9647
2665,9,21,33765.05,Separated,Male,Yes,2.82818,182.49
2666,1,77,15205.14,Divorced,Female,Yes,6.71156,255.1665
2667,1,38,32982.82,Widowed,Female,No,5.25157,127.4421
2668,3,40,13139.33,Married,Male,No,16.4299,179.9794
2669,1,58,48293.12,Never Married,Male,Yes,7.896371,202.65
2670,1,56,83923.73,Divorced,Female,Yes,15.06815,119.9897
2671,2,55,10487.07,Widowed,Male,Yes,3.700985,252.624
2672,0,45,25280.79,Married,Male,No,17.26451,127.4421
2673,2,22,58622.05,Widowed,Male,No,16.5852,182.4433
2674,1,20,28051.07,Divorced,Female,No,10.81514,195.0062
2675,3,50,70321.71,Separated,Male,Yes,4.617824,187.4847
2676,2,63,16538.08,Widowed,Female,No,2.237975,139.9678
2677,0,34,27290.36,Divorced,Male,No,12.14453,159.9512
2678,1,83,60280.07,Never Married,Male,No,23.86996,132.466
2679,2,62,21987.29,Widowed,Male,Yes,7.495281,127.4586
2680,4,60,23624.9,Never Married,Nonbinary,No,8.756923,149.9483
2681,0,18,46431.14,Divorced,Female,No,5.874949,194.9663
2682,2,19,58988.72,Divorced,Nonbinary,No,7.238006,154.9618
2683,5,25,67537.98,Divorced,Female,No,5.449246,120.0035
2684,1,35,4480.29,Married,Female,No,5.614074,127.4421
2685,0,55,57944.08,Separated,Male,No,4.534721,172.4555
2686,4,25,80674.2,Divorced,Male,Yes,10.06395,220.1615
2687,2,66,67090.95,Divorced,Male,No,22.12945,147.4783
2688,0,82,22420.64,Separated,Male,No,15.51392,79.97886
2689,1,23,75633.41,Married,Male,Yes,4.526424,164.9785
2690,1,42,18944.96,Divorced,Male,Yes,6.183692,172.4579
2691,0,66,8840.8,Widowed,Female,Yes,17.27999,257.6549
2692,0,86,40316.05,Never Married,Male,No,3.628867,184.967
2693,1,73,29693.07,Divorced,Male,No,4.888977,147.4601
2694,0,43,18677.06,Divorced,Nonbinary,No,4.431604,117.472
2695,1,83,18549.91,Never Married,Female,No,8.377189,240.1149
2696,0,72,50263.94,Widowed,Male,Yes,21.09953,174.9882
2697,1,38,18967.02,Divorced,Female,Yes,1.989684,217.484
2698,3,76,57675.63,Widowed,Male,Yes,17.55759,184.9797
2699,1,79,40279.05,Never Married,Male,No,10.55294,169.9741
2700,4,38,33868.71,Widowed,Female,Yes,8.436679,129.9763
2701,1,51,48969.64,Never Married,Female,Yes,15.2198,147.4421
2702,4,68,22041.71,Widowed,Male,Yes,9.436909,149.9598
2703,3,65,25491.07,Separated,Male,Yes,13.50244,192.4705
2704,2,77,23705.5,Widowed,Male,Yes,1.717359,152.4579
2705,0,39,16680.61,Divorced,Female,Yes,2.199825,182.4653
2706,0,73,108960.7,Never Married,Female,Yes,1.387769,159.9656
2707,4,51,18347.2,Widowed,Female,Yes,10.39542,220.1615
2708,3,78,41305.01,Separated,Female,Yes,9.026366,182.49
2709,0,66,66284.45,Married,Female,No,1.500082,105.011
2710,3,38,68024.79,Separated,Female,Yes,4.243723,232.6415
2711,1,47,53148.58,Married,Female,Yes,1.736879,104.9629
2712,5,53,20473.21,Widowed,Female,Yes,7.359812,152.509
2713,1,59,11132.31,Widowed,Male,Yes,9.328119,194.9663
2714,2,20,42461.74,Widowed,Female,No,17.98715,165.0113
2715,5,38,18437.44,Never Married,Male,No,25.68869,174.9755
2716,2,81,30615.01,Separated,Male,No,16.21818,169.9378
2717,1,43,52633.73,Divorced,Female,No,9.499599,172.4733
2718,1,37,22641.64,Never Married,Male,Yes,1.13143,207.4811
2719,3,30,19713.67,Separated,Male,Yes,6.472433,182.49
2720,0,19,34970.28,Widowed,Female,No,3.155929,162.4653
2721,0,82,19437.76,Married,Female,No,11.88503,124.9643
2722,2,31,23901.05,Separated,Male,No,4.448953,172.4871
2723,4,30,23089.13,Never Married,Male,Yes,8.962034,159.965
2724,5,37,45251.32,Widowed,Female,Yes,1.796113,245.1612
2725,0,84,52581.07,Never Married,Female,Yes,2.972634,194.9744
2726,2,64,38850.73,Widowed,Male,Yes,10.22422,255.1336
2727,0,53,23117.3,Separated,Male,No,7.650642,117.4872
2728,0,54,5676.28,Divorced,Female,Yes,2.945436,265.1283
2729,2,35,56144.7,Married,Female,No,5.294527,127.5067
2730,2,25,34476.83,Married,Female,No,6.128314,137.4684
2731,5,49,39968.02,Widowed,Male,No,4.213099,139.9678
2732,1,55,33541.35,Married,Male,No,11.16116,192.4885
2733,3,64,23584.78,Widowed,Female,No,23.22012,199.9902
2734,5,76,23841.62,Divorced,Male,No,13.81356,147.4421
2735,1,84,7858.21,Divorced,Male,Yes,7.923777,104.9629
2736,4,63,30262.99,Separated,Male,No,1.992273,210.127
2737,3,51,31246.64,Never Married,Female,No,14.60084,207.6094
2738,1,74,23454.98,Separated,Female,Yes,6.512117,232.6228
2739,1,76,28125.61,Divorced,Female,Yes,16.15139,197.4945
2740,2,72,20465.98,Widowed,Female,Yes,8.257765,127.475
2741,1,81,22540.94,Never Married,Female,Yes,7.193929,127.4421
2742,0,60,21497.29,Widowed,Male,Yes,8.527084,252.6378
2743,1,24,24700.6,Married,Nonbinary,No,11.84082,152.466
2744,3,45,20319.77,Married,Male,Yes,3.660516,232.6415
2745,1,64,46273.12,Divorced,Male,Yes,12.22942,132.466
2746,2,72,34257.36,Separated,Male,No,16.57284,204.9634
2747,4,28,49166.12,Separated,Nonbinary,Yes,15.80736,210.1518
2748,1,27,34162.04,Widowed,Female,No,8.295192,230.1051
2749,0,60,66664.82,Divorced,Male,Yes,11.38275,267.6647
2750,1,77,40411.35,Separated,Male,Yes,6.780515,222.65
2751,4,18,70844.17,Divorced,Female,Yes,8.27839,169.9447
2752,1,53,105396.3,Separated,Male,Yes,9.151288,242.6143
2753,0,81,58049.87,Married,Female,No,1.835564,172.4624
2754,2,21,32423.61,Separated,Male,No,10.44767,162.4653
2755,0,37,115440.4,Widowed,Female,Yes,8.612474,149.9447
2756,1,21,9534.08,Divorced,Female,No,3.122125,149.9915
2757,0,45,16895.6,Divorced,Female,Yes,10.49269,172.4705
2758,1,50,23624.66,Divorced,Male,Yes,5.679237,204.9797
2759,0,30,41221.83,Never Married,Female,No,1.050155,157.4698
2760,6,48,13332.2,Separated,Male,Yes,10.68972,157.4698
2761,3,61,27065.38,Separated,Male,No,2.210399,217.4725
2762,1,33,175137.3,Never Married,Male,Yes,18.2103,207.6386
2763,4,87,34193.65,Never Married,Male,Yes,13.09427,147.4564
2764,4,29,23676.96,Separated,Female,Yes,1.201025,149.9915
2765,1,34,5189.69,Never Married,Male,No,6.246939,179.9476
2766,1,47,17430.05,Separated,Female,Yes,4.600047,192.4567
2767,1,52,80678.93,Divorced,Male,Yes,9.30555,172.4579
2768,0,46,31249.18,Separated,Male,Yes,18.55263,232.652
2769,2,82,35453.68,Never Married,Female,No,13.12228,119.9568
2770,3,73,25946.0,Widowed,Female,No,10.51089,92.45514
2771,1,75,35334.17,Never Married,Female,Yes,12.81579,197.4702
2772,3,50,15826.38,Separated,Male,No,11.16354,169.9741
2773,4,22,21603.64,Never Married,Female,No,12.01983,164.9853
2774,0,74,51354.08,Separated,Female,No,6.021823,169.9378
2775,1,83,17993.91,Divorced,Male,No,23.99384,172.4567
2776,2,33,25776.46,Separated,Male,Yes,8.100668,182.4433
2777,0,87,18914.81,Married,Male,No,18.47356,127.4783
2778,0,36,63735.08,Separated,Female,No,14.62117,120.0035
2779,1,32,82308.64,Widowed,Male,No,12.95415,137.4684
2780,1,33,9120.65,Never Married,Female,No,3.588245,124.9935
2781,4,89,27485.23,Widowed,Male,No,14.36866,184.967
2782,3,86,73686.44,Divorced,Male,Yes,6.30655,139.983
2783,2,88,58508.34,Widowed,Male,No,18.94429,210.138
2784,1,50,45196.73,Separated,Male,No,3.474901,172.4579
2785,0,47,50520.8,Never Married,Female,Yes,3.341126,227.4754
2786,10,78,29765.16,Divorced,Female,No,4.761845,132.466
2787,1,59,18670.89,Widowed,Female,No,20.22924,127.4601
2788,1,49,38764.7,Divorced,Female,No,6.487048,102.4746
2789,3,79,52141.38,Separated,Male,No,20.32585,139.9979
2790,2,56,62480.22,Divorced,Male,Yes,12.24637,152.4441
2791,8,27,12031.44,Widowed,Female,Yes,14.63647,267.6647
2792,2,83,51380.67,Never Married,Female,No,4.833414,172.4555
2793,3,82,29305.72,Divorced,Female,No,5.705638,159.9875
2794,0,52,8716.91,Widowed,Male,Yes,12.55315,182.447
2795,1,66,9423.78,Separated,Female,Yes,1.059865,130.0064
2796,3,82,131511.8,Widowed,Male,Yes,13.47613,172.4885
2797,0,83,9396.05,Married,Female,No,9.887746,139.9678
2798,0,19,16764.77,Separated,Female,No,6.853152,149.9741
2799,4,34,17263.54,Widowed,Male,Yes,2.213342,265.147
2800,2,76,61325.92,Separated,Female,Yes,5.954975,117.4392
2801,0,50,21098.34,Divorced,Female,Yes,8.316193,127.4887
2802,0,36,108914.2,Widowed,Male,No,8.081086,242.6281
2803,0,26,32202.44,Widowed,Male,Yes,5.000016,202.6362
2804,4,20,68517.92,Separated,Female,Yes,3.469341,200.1185
2805,2,56,71588.69,Never Married,Female,Yes,7.874579,210.127
2806,3,50,47120.5,Separated,Female,No,11.70115,124.9781
2807,2,37,14745.74,Never Married,Female,Yes,3.890319,149.9928
2808,2,57,30535.24,Widowed,Male,No,14.7867,124.9935
2809,0,34,10092.3,Divorced,Female,Yes,11.71559,119.9897
2810,1,34,29321.34,Widowed,Female,Yes,4.995373,265.1283
2811,0,34,21988.64,Separated,Female,No,11.56278,214.9525
2812,2,40,152131.7,Divorced,Female,Yes,18.7404,162.4689
2813,2,52,27902.88,Widowed,Male,No,8.479465,147.5031
2814,2,60,32355.4,Divorced,Male,No,13.03957,150.0208
2815,3,48,12804.98,Never Married,Female,No,4.99913,174.991
2816,3,27,6624.45,Married,Female,Yes,2.108436,172.4733
2817,0,83,97763.56,Married,Female,No,4.848049,149.9778
2818,1,74,26735.83,Widowed,Male,No,14.06379,137.4872
2819,2,28,21837.62,Never Married,Male,Yes,12.67943,220.1615
2820,8,50,7585.29,Divorced,Male,Yes,11.2075,184.9797
2821,2,80,44055.54,Separated,Female,No,7.837878,230.1051
2822,0,50,17442.95,Divorced,Male,Yes,4.845811,222.65
2823,5,81,24923.55,Separated,Female,No,3.852241,149.989
2824,3,21,92155.37,Divorced,Male,Yes,11.55831,192.4404
2825,4,55,13638.96,Married,Female,No,5.389466,142.4526
2826,0,64,14921.92,Divorced,Male,No,10.93329,152.466
2827,1,68,69293.12,Married,Male,Yes,8.259716,255.1555
2828,0,47,3004.46,Divorced,Male,Yes,3.157767,172.4555
2829,2,50,59780.22,Never Married,Female,Yes,2.185047,159.9805
2830,3,42,47463.53,Married,Female,Yes,4.612442,235.1591
2831,0,85,49295.81,Divorced,Female,No,10.75614,117.472
2832,4,49,146951.6,Widowed,Female,No,14.37481,172.4441
2833,0,83,23567.27,Married,Female,No,5.447689,230.1051
2834,2,87,32526.64,Divorced,Male,Yes,12.29962,184.9853
2835,4,65,9612.82,Divorced,Female,No,12.57563,124.9781
2836,4,76,15164.29,Never Married,Male,No,7.606099,152.4884
2837,3,56,25315.36,Widowed,Female,Yes,6.79324,190.1599
2838,2,60,56186.38,Widowed,Female,No,4.753084,164.967
2839,1,45,48327.1,Married,Male,No,21.0878,174.9768
2840,0,18,38793.75,Widowed,Female,Yes,15.33274,232.6228
2841,2,32,58157.76,Never Married,Female,No,11.47008,169.9447
2842,0,23,23706.3,Never Married,Male,No,3.631024,112.4551
2843,3,55,30493.16,Divorced,Male,Yes,27.0293,220.1185
2844,2,20,37555.8,Divorced,Female,Yes,13.21554,220.1149
2845,0,67,24322.78,Married,Male,Yes,15.97096,152.4742
2846,3,61,68284.56,Widowed,Male,No,8.0239,157.4698
2847,3,76,54067.41,Divorced,Male,Yes,5.448172,225.132
2848,3,84,37185.6,Divorced,Male,No,8.306218,164.9889
2849,1,24,56243.26,Separated,Female,Yes,3.600682,207.6386
2850,2,55,22066.61,Widowed,Female,Yes,4.459993,222.6654
2851,2,66,145163.1,Divorced,Female,No,11.40421,159.9794
2852,4,25,27102.45,Separated,Female,Yes,12.86853,169.9671
2853,1,37,27803.88,Widowed,Male,No,9.546909,204.9496
2854,3,65,34421.07,Divorced,Male,Yes,4.424083,245.1612
2855,3,73,43334.45,Separated,Male,Yes,1.462471,169.9447
2856,3,79,27777.59,Divorced,Male,Yes,9.952476,182.49
2857,0,34,19366.57,Divorced,Male,No,1.133367,212.6228
2858,7,45,56067.63,Widowed,Male,Yes,14.40435,137.4836
2859,1,34,29044.8,Married,Female,Yes,4.300397,204.9797
2860,3,39,105033.0,Never Married,Female,Yes,8.36006,262.6106
2861,4,36,116453.0,Never Married,Female,Yes,9.693608,129.9598
2862,7,21,63171.36,Divorced,Female,No,8.24734,162.4538
2863,4,49,52931.37,Divorced,Male,Yes,10.8754,152.4555
2864,3,86,35615.92,Never Married,Female,Yes,6.067975,192.4885
2865,0,55,13002.99,Divorced,Male,No,5.602813,139.9568
2866,2,64,17542.52,Never Married,Female,No,9.938487,194.9992
2867,1,76,71560.17,Separated,Male,Yes,13.96391,139.9512
2868,1,84,10457.56,Divorced,Female,No,9.841833,210.138
2869,1,18,47106.04,Widowed,Male,No,5.129029,95.01949
2870,4,34,6402.95,Widowed,Male,No,3.612294,149.9447
2871,3,30,45142.5,Married,Female,No,9.430096,159.9349
2872,4,39,38759.29,Never Married,Female,No,6.699323,192.4567
2873,7,62,41195.08,Divorced,Male,No,6.895966,127.4887
2874,1,43,45989.68,Married,Female,Yes,16.56847,255.1336
2875,0,55,62894.22,Divorced,Male,No,16.71459,92.45514
2876,8,36,56815.09,Married,Male,Yes,16.48485,179.9476
2877,4,21,66357.52,Married,Male,No,2.458795,147.4564
2878,0,77,89957.16,Separated,Male,No,6.6307,169.9447
2879,8,52,20069.27,Divorced,Male,No,11.52687,149.9776
2880,4,27,9856.89,Widowed,Male,No,2.984004,137.4836
2881,4,41,14834.59,Married,Female,Yes,4.646695,237.6549
2882,1,55,13210.96,Separated,Male,No,22.24529,137.4872
2883,4,70,18608.64,Divorced,Male,No,14.89363,107.5286
2884,3,25,107174.6,Married,Male,No,6.140643,137.4686
2885,1,40,11923.86,Married,Female,No,19.6274,137.4872
2886,1,41,12005.02,Married,Female,No,13.49323,127.4887
2887,2,32,31540.93,Divorced,Male,No,12.69289,114.9658
2888,2,27,60364.04,Widowed,Female,No,18.58829,222.6362
2889,2,72,5092.67,Widowed,Male,Yes,14.34935,187.656
2890,0,83,14973.52,Divorced,Female,Yes,7.881289,174.9768
2891,1,61,9327.52,Married,Male,Yes,4.63962,235.1417
2892,2,33,33504.33,Divorced,Male,No,10.76391,184.9647
2893,1,82,44312.5,Widowed,Female,No,12.47148,147.4421
2894,4,42,29125.59,Widowed,Female,No,8.387102,174.9755
2895,0,49,34797.6,Never Married,Male,Yes,12.89076,214.9663
2896,1,33,29268.79,Married,Female,Yes,6.726078,147.4564
2897,1,21,14468.95,Widowed,Female,No,14.72164,95.01949
2898,5,48,54794.23,Widowed,Female,Yes,6.915354,227.4754
2899,3,82,45288.02,Widowed,Male,Yes,12.23126,169.9671
2900,2,72,22137.33,Divorced,Female,No,11.26136,152.4798
2901,0,18,32713.07,Never Married,Female,Yes,9.448434,252.6378
2902,4,38,29090.38,Divorced,Male,No,21.25517,182.4608
2903,4,65,13925.38,Widowed,Male,Yes,7.467093,219.9902
2904,3,32,30454.69,Never Married,Female,No,5.669803,107.482
2905,3,46,17549.51,Separated,Male,No,13.09678,139.9816
2906,2,51,2439.79,Separated,Female,No,6.224413,149.9483
2907,4,70,38731.74,Divorced,Male,No,16.25655,127.4586
2908,3,45,19739.42,Divorced,Male,Yes,10.74959,220.1185
2909,1,22,17241.1,Divorced,Male,No,16.42222,217.4725
2910,1,64,36384.55,Divorced,Female,No,5.585075,195.0062
2911,5,54,8168.76,Separated,Female,No,3.583025,159.9349
2912,1,89,122915.6,Divorced,Female,Yes,10.48284,230.1051
2913,3,73,79117.6,Married,Male,Yes,2.457741,92.45514
2914,0,29,36415.41,Divorced,Female,Yes,5.006746,164.9647
2915,0,20,6528.33,Widowed,Male,Yes,17.53363,199.9902
2916,0,67,47375.49,Married,Female,No,11.9781,245.175
2917,1,44,26040.67,Widowed,Female,No,21.06329,127.4958
2918,0,24,29604.72,Separated,Male,No,9.453234,182.4538
2919,1,88,29321.73,Married,Male,No,3.109148,194.9699
2920,9,80,6548.73,Married,Male,No,16.93921,167.4564
2921,4,44,13029.09,Widowed,Female,No,10.16511,174.9581
2922,3,18,9443.65,Divorced,Female,No,2.598272,127.4601
2923,0,30,39940.05,Separated,Male,No,1.717806,147.4564
2924,1,78,34293.99,Widowed,Female,No,2.224742,177.4876
2925,8,60,20537.04,Widowed,Female,Yes,10.7668,204.9797
2926,0,56,98436.93,Never Married,Male,Yes,4.847252,219.9902
2927,4,31,34512.65,Separated,Male,No,11.16076,124.9607
2928,1,77,23241.01,Separated,Female,No,1.200249,194.9663
2929,2,30,28600.78,Married,Male,No,21.53238,204.9634
2930,2,73,65905.54,Separated,Female,Yes,5.656086,152.5022
2931,3,49,24271.95,Separated,Male,Yes,8.840599,194.9744
2932,4,63,10192.04,Married,Male,No,22.38582,157.4836
2933,3,74,6932.32,Separated,Male,Yes,9.417302,245.147
2934,4,39,23502.47,Separated,Male,No,4.278907,117.4835
2935,2,83,33172.33,Separated,Female,No,4.799511,174.9755
2936,1,42,16447.16,Married,Female,Yes,32.97693,149.9621
2937,0,85,41899.29,Divorced,Male,No,12.05316,212.6415
2938,1,39,43859.06,Widowed,Female,No,3.294082,159.965
2939,3,27,9791.48,Divorced,Male,No,7.129721,114.9728
2940,4,29,13656.87,Separated,Female,No,15.23335,192.4705
2941,1,35,33138.54,Widowed,Male,No,4.273105,147.4893
2942,1,35,23661.52,Widowed,Female,No,13.19046,162.4608
2943,1,32,91022.36,Never Married,Female,No,10.91353,159.983
2944,1,70,17670.66,Separated,Female,Yes,10.3362,222.6143
2945,3,76,34492.59,Separated,Male,Yes,12.24574,184.9797
2946,3,32,12530.16,Divorced,Male,No,13.62126,169.9378
2947,1,58,55438.14,Divorced,Female,No,12.73029,152.4742
2948,1,34,27450.8,Married,Female,No,8.681614,245.1457
2949,1,56,1722.01,Widowed,Female,No,15.38202,147.4783
2950,0,72,55046.63,Married,Female,No,7.513611,149.9707
2951,3,59,10121.11,Never Married,Male,Yes,11.05993,242.6143
2952,3,87,15469.0,Married,Male,No,6.611955,194.9744
2953,2,25,78059.33,Never Married,Male,No,9.040057,197.4876
2954,2,74,50656.38,Separated,Male,No,25.11299,125.0073
2955,2,44,104362.5,Widowed,Female,No,16.12811,162.497
2956,4,63,22830.86,Never Married,Female,No,7.845114,129.9778
2957,0,23,15240.37,Married,Male,No,7.773669,124.9781
2958,0,63,59871.53,Divorced,Male,No,10.92196,182.497
2959,0,22,104867.5,Never Married,Male,Yes,8.259385,184.9963
2960,4,44,33035.98,Married,Female,No,10.41798,117.4686
2961,2,51,20697.37,Never Married,Female,No,9.561875,107.4806
2962,4,47,35404.27,Married,Female,Yes,5.464488,172.5104
2963,6,62,40588.2,Divorced,Female,No,5.966695,149.9776
2964,1,27,49071.14,Widowed,Female,No,4.899911,169.9378
2965,7,46,26019.32,Separated,Female,No,11.16749,127.4601
2966,2,79,70043.21,Widowed,Male,Yes,13.16571,210.1051
2967,4,31,113641.2,Divorced,Male,No,6.249599,182.4608
2968,0,74,25667.66,Divorced,Female,No,4.367739,152.5104
2969,2,18,30253.76,Married,Female,No,12.78697,92.5018
2970,3,55,42972.18,Widowed,Female,No,6.842584,139.9512
2971,3,75,46151.13,Married,Female,Yes,1.450219,162.4608
2972,3,40,35849.72,Married,Male,No,10.29318,137.5165
2973,0,53,13230.67,Divorced,Male,Yes,3.326476,149.9483
2974,1,56,55794.29,Widowed,Female,No,13.8101,104.9781
2975,1,22,25877.54,Widowed,Male,No,6.039499,124.9607
2976,2,89,41848.9,Separated,Male,No,10.11079,147.4893
2977,1,57,119667.4,Never Married,Female,No,11.17999,172.4742
2978,1,38,44420.18,Widowed,Female,No,8.509962,124.9781
2979,0,46,13360.17,Married,Male,No,1.602966,137.4836
2980,9,38,19990.91,Separated,Male,Yes,2.117403,182.4676
2981,3,24,50965.27,Separated,Female,Yes,2.251237,245.147
2982,4,54,32987.01,Never Married,Female,Yes,2.089917,230.1344
2983,0,69,96753.8,Never Married,Male,Yes,10.94284,232.6415
2984,7,70,30207.09,Widowed,Male,Yes,15.39419,207.6094
